,index_product,sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,Prediction
159,1161,3379814,16.0,8.0,1.0,92.0,152.0,202.0,12.0,93.0,163.0,244.0,15.0,No,0.0,0.57,0.59,1.0,No,No,No,Yes,No,No
160,1162,3379877,0.0,8.0,0.0,3.0,4.0,5.0,0.0,0.0,3.0,5.0,1.0,No,0.0,0.36,0.44,0.0,No,No,Yes,Yes,No,No
161,1163,3379890,0.0,8.0,0.0,25.0,49.0,61.0,27.0,41.0,58.0,78.0,4.0,No,0.0,0.48,0.52,0.0,No,No,No,Yes,No,No
162,1164,3379955,2.0,8.0,0.0,12.0,18.0,24.0,2.0,9.0,25.0,32.0,4.0,No,0.0,0.96,0.61,0.0,No,No,No,Yes,No,No
163,1165,3380025,2.0,2.0,0.0,4.0,8.0,12.0,3.0,10.0,10.0,12.0,0.0,No,0.0,0.89,0.82,0.0,No,No,No,Yes,No,No
164,1166,3380172,0.0,8.0,0.0,41.0,57.0,69.0,2.0,13.0,20.0,42.0,0.0,No,0.0,0.76,0.84,0.0,No,No,No,Yes,No,No
165,1167,3380283,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.22,0.21,0.0,Yes,No,No,Yes,No,No
166,1168,3380285,4.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,5.0,5.0,0.0,No,0.0,0.54,0.56,0.0,Yes,No,No,Yes,No,No
167,1169,3380520,0.0,8.0,0.0,26.0,26.0,26.0,0.0,7.0,14.0,23.0,4.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
168,1170,3380581,4.0,8.0,0.0,60.0,60.0,60.0,6.0,16.0,29.0,39.0,0.0,No,0.0,0.83,0.86,0.0,No,No,No,Yes,No,No
169,1171,3380669,2.0,8.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,No
170,1172,3380896,11.0,2.0,0.0,30.0,65.0,100.0,10.0,41.0,60.0,105.0,2.0,No,0.0,0.62,0.58,0.0,No,No,Yes,Yes,No,No
171,1173,3380931,5.0,8.0,0.0,30.0,48.0,72.0,8.0,32.0,64.0,99.0,2.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
172,1176,3381146,4.0,11.0,0.0,0.0,6.0,10.0,2.0,6.0,15.0,21.0,0.0,No,0.0,0.85,0.8,0.0,No,No,No,Yes,No,No
173,1177,3381153,32.0,2.0,24.0,87.0,166.0,218.0,187.0,363.0,467.0,713.0,20.0,No,0.0,0.89,0.87,13.0,No,No,No,Yes,No,No
174,1178,3381406,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.64,0.64,0.0,No,No,No,Yes,No,No
175,1179,3381433,-20.0,12.0,0.0,240.0,330.0,420.0,428.0,451.0,553.0,628.0,117.0,No,0.0,0.94,0.88,20.0,No,No,No,Yes,No,No
176,1180,3381534,-1.0,8.0,1.0,30.0,45.0,60.0,3.0,9.0,21.0,73.0,3.0,No,0.0,0.22,0.22,2.0,No,No,No,Yes,No,No
177,1181,3381549,9.0,9.0,0.0,21.0,42.0,56.0,4.0,19.0,28.0,50.0,16.0,No,0.0,0.95,0.89,0.0,No,No,No,Yes,No,No
178,1182,3381563,0.0,12.0,0.0,43.0,63.0,83.0,2.0,26.0,40.0,52.0,2.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
179,1183,3381569,11.0,8.0,0.0,100.0,100.0,100.0,3.0,14.0,24.0,42.0,2.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
180,1184,3381699,5.0,12.0,0.0,8.0,16.0,24.0,4.0,13.0,20.0,30.0,0.0,No,0.0,0.87,0.8,0.0,No,No,No,Yes,No,No
181,1185,3381964,1084.0,8.0,1085.0,32.0,32.0,32.0,1.0,9.0,25.0,29.0,3.0,No,0.0,0.72,0.55,1.0,No,No,Yes,Yes,No,No
182,1186,3382109,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
183,1187,3382126,0.0,2.0,0.0,13.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.77,0.64,0.0,No,No,No,Yes,No,No
184,1188,3382298,8.0,8.0,0.0,0.0,12.0,12.0,1.0,7.0,14.0,18.0,3.0,No,0.0,1.0,0.8,0.0,No,No,No,Yes,No,No
185,1189,3382316,5.0,8.0,0.0,160.0,240.0,240.0,29.0,64.0,152.0,262.0,17.0,No,0.0,0.91,0.95,1.0,No,No,Yes,Yes,No,No
186,1190,3382342,1.0,8.0,1.0,36.0,63.0,81.0,1.0,41.0,43.0,55.0,6.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
187,1191,3382346,8.0,9.0,0.0,0.0,2.0,3.0,1.0,4.0,10.0,17.0,0.0,No,0.0,0.96,0.95,0.0,No,No,No,Yes,No,No
188,1192,3382408,34.0,8.0,13.0,228.0,372.0,510.0,21.0,117.0,260.0,392.0,54.0,No,0.0,0.22,0.22,3.0,No,No,No,Yes,No,Yes
189,1193,3382582,0.0,8.0,0.0,125472.0,258240.0,319008.0,0.0,0.0,0.0,0.0,18108.0,No,0.0,0.89,0.9,0.0,No,No,Yes,Yes,No,No
190,1194,3382608,2.0,8.0,10.0,31.0,44.0,57.0,10.0,24.0,34.0,61.0,0.0,No,0.0,1.0,0.88,0.0,No,No,No,Yes,No,No
191,1195,3382659,0.0,8.0,0.0,22.0,22.0,22.0,3.0,4.0,19.0,37.0,3.0,No,0.0,0.36,0.44,0.0,No,No,No,Yes,No,No
192,1196,3382966,0.0,2.0,0.0,0.0,0.0,0.0,3.0,10.0,15.0,16.0,0.0,No,0.0,0.99,0.94,0.0,No,No,No,Yes,No,No
193,1197,3383014,284.0,12.0,0.0,628.0,628.0,628.0,149.0,498.0,700.0,1033.0,253.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
194,1198,3383025,2.0,12.0,0.0,23.0,35.0,44.0,6.0,11.0,24.0,34.0,11.0,No,0.0,0.77,0.75,0.0,No,No,No,Yes,No,No
195,1199,3383209,-101.0,8.0,0.0,317.0,317.0,317.0,0.0,0.0,0.0,0.0,2.0,No,0.0,-99.0,0.5,101.0,No,No,No,Yes,No,No
196,1200,3383270,11.0,8.0,0.0,242.0,242.0,332.0,41.0,107.0,214.0,319.0,34.0,No,0.0,0.25,0.26,2.0,No,No,No,Yes,No,No
197,1201,3383546,8.0,2.0,0.0,0.0,10.0,10.0,2.0,6.0,13.0,17.0,0.0,No,0.0,0.9,0.93,0.0,No,No,No,Yes,No,No
198,1202,3383693,95.0,4.0,0.0,180.0,360.0,360.0,20.0,132.0,176.0,246.0,33.0,No,0.0,0.67,0.69,0.0,No,No,No,Yes,No,No
199,1203,3383842,0.0,2.0,1.0,774.0,1194.0,1194.0,0.0,1.0,1.0,1.0,107.0,No,0.0,0.89,0.92,0.0,No,No,No,Yes,No,No
200,1204,3383860,0.0,2.0,0.0,18.0,36.0,36.0,1.0,3.0,6.0,6.0,1.0,No,0.0,0.84,0.55,1.0,Yes,No,No,No,No,No
201,1205,3383871,0.0,5.0,0.0,33.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.65,0.71,0.0,Yes,No,Yes,Yes,No,No
202,1206,3383929,0.0,8.0,0.0,4.0,7.0,9.0,1.0,4.0,5.0,8.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
203,1207,3384077,3.0,2.0,0.0,4.0,6.0,10.0,0.0,2.0,8.0,13.0,1.0,No,0.0,0.9,0.85,0.0,No,No,No,Yes,No,No
204,1208,3384379,0.0,4.0,0.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.54,0.48,0.0,No,No,Yes,Yes,No,No
205,1209,3384487,5.0,8.0,0.0,30.0,38.0,46.0,6.0,13.0,18.0,34.0,3.0,No,0.0,0.8,0.79,0.0,No,No,No,Yes,No,No
206,1210,3384622,0.0,2.0,0.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
207,1212,3384721,11.0,8.0,0.0,75.0,75.0,150.0,8.0,21.0,43.0,71.0,13.0,No,0.0,0.9,0.92,0.0,No,No,No,Yes,No,No
208,1213,3384729,18.0,8.0,0.0,20.0,60.0,80.0,6.0,23.0,52.0,100.0,1.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
209,1214,3384777,3.0,2.0,2.0,17.0,34.0,50.0,3.0,5.0,5.0,5.0,0.0,No,0.0,0.57,0.56,0.0,No,No,No,Yes,No,No
210,1215,3384782,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,No
211,1216,3384800,10.0,2.0,0.0,0.0,7.0,7.0,13.0,47.0,47.0,49.0,0.0,No,0.0,0.99,0.99,0.0,Yes,No,Yes,Yes,No,No
212,1217,3384866,18.0,9.0,10.0,0.0,0.0,0.0,33.0,39.0,53.0,60.0,0.0,No,0.0,0.94,0.83,0.0,No,No,No,Yes,No,No
213,1218,3385066,0.0,8.0,0.0,9.0,18.0,27.0,2.0,12.0,23.0,28.0,4.0,No,0.0,0.88,0.92,0.0,No,No,No,Yes,No,No
214,1219,3385372,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.9,0.0,No,No,Yes,Yes,No,No
215,1220,3385543,30.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,18.0,37.0,2.0,No,0.0,0.74,0.77,0.0,Yes,No,Yes,Yes,No,No
216,1221,3385553,0.0,12.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,Yes,No,No,Yes,No,No
217,1222,3385566,3.0,2.0,0.0,3.0,6.0,9.0,0.0,0.0,8.0,9.0,0.0,No,0.0,0.76,0.85,0.0,No,No,No,Yes,No,No
218,1223,3385784,2.0,12.0,0.0,3.0,5.0,5.0,8.0,27.0,32.0,32.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
219,1224,3385790,20.0,2.0,0.0,0.0,10.0,12.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.98,0.93,0.0,Yes,No,Yes,Yes,No,No
220,1225,3385953,2.0,8.0,0.0,73.0,104.0,135.0,3.0,15.0,53.0,80.0,10.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
221,1226,3385978,0.0,8.0,0.0,3.0,5.0,8.0,3.0,8.0,12.0,18.0,3.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
222,1227,3386034,0.0,2.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.49,0.55,0.0,Yes,No,No,Yes,No,No
223,1228,3386043,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,Yes,Yes,No,No
224,1229,3386058,5.0,2.0,0.0,956.0,1912.0,2390.0,4.0,9.0,16.0,16.0,0.0,No,0.0,0.89,0.95,0.0,Yes,No,No,Yes,No,No
225,1230,3386242,4.0,8.0,0.0,22.0,35.0,52.0,5.0,16.0,42.0,51.0,0.0,No,0.0,0.85,0.84,0.0,No,No,No,Yes,No,No
226,1231,3386283,0.0,10.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,3.0,1.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
227,1232,3386379,13.0,8.0,0.0,32.0,64.0,64.0,6.0,21.0,48.0,111.0,2.0,No,0.0,0.38,0.51,0.0,No,No,Yes,Yes,No,No
228,1233,3386474,4.0,8.0,0.0,3.0,6.0,9.0,3.0,8.0,8.0,11.0,0.0,No,0.0,0.66,0.64,0.0,No,No,No,Yes,No,No
229,1234,3386623,0.0,8.0,0.0,2.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,No,0.0,0.83,0.85,0.0,No,No,No,Yes,No,No
230,1235,3386671,0.0,2.0,0.0,20.0,20.0,20.0,0.0,0.0,1.0,1.0,2.0,No,0.0,0.72,0.85,0.0,Yes,No,No,Yes,No,No
231,1236,3386681,2.0,2.0,0.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,No
232,1237,3386693,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
233,1238,3386714,2.0,2.0,0.0,43.0,43.0,43.0,2.0,5.0,5.0,6.0,0.0,No,0.0,0.7,0.73,0.0,Yes,No,No,Yes,No,No
234,1239,3387432,-571.0,12.0,0.0,4879.0,7585.0,10455.0,1054.0,4036.0,6414.0,8493.0,574.0,No,0.0,0.94,0.88,611.0,No,No,No,Yes,No,No
235,1240,3387435,1.0,8.0,0.0,21.0,36.0,36.0,13.0,32.0,69.0,118.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
236,1241,3387447,13.0,2.0,0.0,47.0,65.0,89.0,8.0,33.0,57.0,68.0,6.0,No,0.0,0.68,0.68,0.0,No,No,No,Yes,No,No
237,1242,3387456,4.0,2.0,0.0,0.0,5.0,5.0,2.0,4.0,5.0,5.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
238,1243,3387497,1.0,12.0,0.0,4.0,10.0,16.0,3.0,11.0,16.0,18.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
239,1244,3387516,14.0,8.0,1.0,135.0,198.0,261.0,21.0,58.0,130.0,213.0,36.0,No,0.0,0.81,0.58,0.0,No,No,No,Yes,No,No
240,1245,3387526,1.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,No,0.0,0.96,0.98,0.0,No,No,No,Yes,No,No
241,1246,3387624,0.0,12.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,Yes,No,No,Yes,No,No
242,1247,3387629,19.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,No,0.0,0.99,0.99,0.0,Yes,No,No,Yes,No,No
243,1248,3387755,3.0,12.0,0.0,25.0,25.0,25.0,30.0,40.0,50.0,67.0,15.0,No,0.0,0.77,0.73,0.0,No,No,No,Yes,No,No
244,1249,3388385,0.0,0.0,0.0,7.0,11.0,15.0,0.0,4.0,6.0,10.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,No,No,No
245,1250,3388485,2.0,10.0,0.0,36.0,36.0,54.0,8.0,25.0,46.0,62.0,6.0,No,0.0,0.77,0.84,0.0,No,No,No,Yes,No,No
246,1251,3388505,0.0,8.0,0.0,4.0,5.0,7.0,2.0,6.0,6.0,6.0,1.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,No
247,1252,3388587,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.37,0.34,0.0,Yes,No,Yes,Yes,No,No
248,1253,3388697,31.0,2.0,0.0,0.0,30.0,30.0,10.0,27.0,28.0,29.0,3.0,No,0.0,0.99,0.98,0.0,Yes,No,No,Yes,No,No
249,1254,3388782,7.0,8.0,6.0,56.0,56.0,84.0,8.0,26.0,50.0,77.0,6.0,No,0.0,0.69,0.67,0.0,No,No,Yes,Yes,No,No
250,1255,3388825,1.0,8.0,0.0,5.0,8.0,9.0,2.0,5.0,14.0,19.0,6.0,No,0.0,-99.0,0.0,0.0,No,No,No,Yes,No,No
251,1256,3388865,0.0,3.0,0.0,128.0,377.0,568.0,0.0,1.0,3.0,3.0,11.0,No,0.0,0.61,0.69,0.0,No,No,Yes,Yes,No,No
252,1257,3388940,6.0,8.0,0.0,55.0,90.0,160.0,12.0,40.0,89.0,123.0,22.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
253,1258,3388946,1.0,8.0,0.0,326.0,326.0,326.0,18.0,59.0,141.0,219.0,26.0,No,0.0,0.22,0.16,0.0,No,No,No,Yes,No,No
254,1259,3389038,6.0,8.0,0.0,3.0,3.0,9.0,1.0,2.0,11.0,22.0,0.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
255,1260,3389146,229.0,8.0,0.0,318.0,390.0,534.0,65.0,202.0,326.0,549.0,0.0,No,0.0,0.69,0.67,0.0,No,No,No,Yes,No,Yes
256,1261,3389149,0.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,No
257,1262,3389204,0.0,8.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.14,0.12,0.0,No,No,Yes,Yes,No,No
258,1263,3389226,0.0,12.0,0.0,6.0,9.0,12.0,0.0,4.0,6.0,8.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
259,1264,3389307,0.0,0.0,0.0,6.0,9.0,12.0,0.0,1.0,8.0,10.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
260,1265,3389362,3.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,No,0.0,0.97,0.93,0.0,No,No,No,Yes,No,No
261,1266,3389443,54.0,8.0,0.0,0.0,25.0,50.0,10.0,33.0,55.0,105.0,1.0,No,0.0,0.34,0.34,0.0,No,No,Yes,Yes,No,Yes
262,1267,3389476,12.0,8.0,0.0,10.0,30.0,58.0,6.0,18.0,32.0,72.0,0.0,No,0.0,0.83,0.86,0.0,No,No,No,Yes,No,No
263,1268,3389508,0.0,12.0,0.0,24.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.49,3.0,No,No,No,Yes,No,No
264,1269,3389627,0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
265,1270,3389898,2.0,8.0,0.0,16.0,24.0,40.0,3.0,17.0,34.0,43.0,0.0,No,0.0,0.87,0.91,0.0,No,No,No,Yes,No,No
266,1271,3390016,0.0,8.0,0.0,3.0,4.0,5.0,1.0,3.0,4.0,5.0,0.0,No,0.0,0.82,0.84,0.0,No,No,No,Yes,No,No
267,1272,3390085,0.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
268,1273,3390171,18.0,2.0,0.0,15.0,33.0,60.0,5.0,44.0,76.0,88.0,10.0,No,0.0,0.92,0.75,0.0,No,No,No,Yes,No,No
269,1274,3390178,1.0,2.0,0.0,4.0,6.0,8.0,1.0,4.0,6.0,7.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
270,1275,3390211,0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.9,0.93,0.0,Yes,No,No,Yes,No,No
271,1276,3390265,0.0,2.0,0.0,7.0,13.0,20.0,0.0,1.0,1.0,3.0,0.0,No,0.0,0.84,0.87,0.0,No,No,Yes,Yes,No,No
272,1277,3390302,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.11,0.13,0.0,No,No,No,Yes,No,No
273,1278,3390420,5.0,2.0,12.0,0.0,0.0,0.0,3.0,5.0,5.0,15.0,0.0,No,0.0,0.69,0.74,0.0,Yes,No,No,Yes,No,No
274,1279,3390634,6.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,12.0,1.0,No,0.0,0.79,0.66,0.0,No,No,Yes,Yes,No,No
275,1280,3390699,7.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,12.0,1.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,No
276,1281,3390800,0.0,8.0,0.0,5.0,5.0,6.0,0.0,3.0,5.0,6.0,1.0,No,0.0,0.18,0.1,0.0,No,No,No,Yes,No,No
277,1282,3390977,2.0,4.0,0.0,42.0,63.0,91.0,12.0,22.0,30.0,31.0,0.0,No,0.0,0.95,0.77,0.0,Yes,No,No,Yes,No,No
278,1283,3391064,4.0,8.0,0.0,5.0,7.0,8.0,3.0,15.0,25.0,37.0,7.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
279,1284,3391080,10.0,2.0,0.0,14.0,28.0,42.0,8.0,19.0,34.0,51.0,3.0,No,0.0,0.91,0.94,0.0,No,No,Yes,Yes,No,No
280,1285,3391102,-1.0,8.0,0.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,No,0.0,0.85,0.64,1.0,No,No,Yes,Yes,No,No
281,1286,3391140,5.0,2.0,0.0,0.0,10.0,10.0,2.0,9.0,11.0,13.0,0.0,No,0.0,0.53,0.53,0.0,No,No,Yes,Yes,No,No
282,1287,3391142,2.0,3.0,2.0,54.0,74.0,104.0,10.0,30.0,59.0,90.0,23.0,No,0.0,0.41,0.46,0.0,No,No,No,Yes,No,No
283,1288,3391160,6.0,2.0,0.0,10.0,10.0,20.0,6.0,11.0,22.0,32.0,0.0,No,0.0,0.48,0.57,0.0,No,No,No,Yes,No,No
284,1289,3391257,330.0,2.0,122.0,840.0,1530.0,2310.0,276.0,1028.0,1632.0,2160.0,172.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,Yes
285,1290,3391456,0.0,2.0,0.0,208.0,352.0,484.0,0.0,0.0,0.0,0.0,39.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
286,1291,3391572,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,No
287,1292,3391782,19.0,12.0,10.0,32.0,70.0,89.0,24.0,53.0,96.0,171.0,29.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
288,1293,3391829,0.0,8.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,No
289,1294,3391933,1.0,2.0,0.0,2.0,4.0,6.0,1.0,4.0,4.0,5.0,0.0,No,0.0,0.83,0.69,0.0,No,No,No,Yes,No,No
290,1295,3392003,17.0,2.0,0.0,16.0,32.0,48.0,8.0,18.0,39.0,59.0,6.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
291,1296,3392234,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
292,1297,3392349,4.0,12.0,0.0,4.0,8.0,12.0,4.0,11.0,15.0,26.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
293,1298,3392366,95.0,8.0,0.0,0.0,0.0,24.0,2.0,26.0,123.0,128.0,0.0,No,0.0,0.83,0.6,0.0,No,No,No,Yes,No,No
294,1299,3392371,0.0,4.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
295,1300,3392472,1.0,8.0,0.0,11.0,15.0,17.0,4.0,8.0,10.0,13.0,1.0,No,0.0,0.25,0.16,0.0,No,No,No,Yes,No,No
296,1301,3392557,3.0,2.0,0.0,0.0,0.0,0.0,12.0,25.0,60.0,79.0,0.0,No,0.0,0.81,0.91,0.0,No,No,No,Yes,No,No
297,1302,3392883,1.0,2.0,2.0,1.0,1.0,1.0,5.0,7.0,8.0,9.0,0.0,No,0.0,0.78,0.75,0.0,Yes,No,No,Yes,No,No
298,1303,3392897,1.0,8.0,0.0,99.0,135.0,180.0,15.0,46.0,99.0,143.0,21.0,No,0.0,0.18,0.33,1.0,No,No,No,Yes,No,No
299,1304,3392920,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
300,1305,3393060,7.0,2.0,4.0,18.0,36.0,57.0,6.0,20.0,53.0,66.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
301,1306,3393084,1.0,2.0,1.0,2.0,4.0,6.0,0.0,2.0,4.0,6.0,0.0,No,0.0,0.79,0.87,0.0,No,No,No,Yes,No,No
302,1307,3393257,4.0,8.0,0.0,20.0,20.0,40.0,6.0,14.0,26.0,43.0,0.0,No,0.0,0.82,0.9,0.0,No,No,No,Yes,No,No
303,1308,3393315,1.0,12.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
304,1309,3393320,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.84,0.87,0.0,No,No,Yes,Yes,No,No
305,1310,3393323,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.79,0.87,0.0,Yes,No,No,Yes,No,No
306,1311,3393328,0.0,2.0,0.0,35.0,56.0,63.0,7.0,7.0,7.0,7.0,0.0,No,0.0,0.73,0.7,5.0,Yes,No,No,Yes,No,No
307,1312,3393373,0.0,8.0,0.0,6.0,6.0,8.0,1.0,4.0,6.0,8.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
308,1313,3393583,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
309,1314,3393652,0.0,8.0,0.0,17.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.93,0.89,0.0,No,No,No,Yes,No,No
310,1315,3393694,17.0,8.0,0.0,33.0,33.0,66.0,6.0,21.0,46.0,72.0,6.0,No,0.0,0.37,0.74,0.0,No,No,No,Yes,No,No
311,1316,3393741,3.0,9.0,0.0,26.0,41.0,56.0,3.0,30.0,44.0,69.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
312,1317,3393816,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
313,1318,3393894,0.0,8.0,0.0,10.0,15.0,20.0,2.0,9.0,13.0,20.0,2.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
314,1319,3393963,9.0,2.0,0.0,20.0,40.0,60.0,9.0,23.0,45.0,53.0,0.0,No,0.0,0.94,0.8,0.0,No,No,No,Yes,No,No
315,1320,3394230,0.0,2.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.85,0.83,0.0,Yes,No,No,Yes,No,No
316,1321,3394261,0.0,2.0,0.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.96,0.0,Yes,No,No,Yes,No,No
317,1322,3394363,0.0,8.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,No,0.0,0.86,0.77,0.0,No,No,No,Yes,No,No
318,1323,3394415,3.0,2.0,0.0,5.0,5.0,10.0,6.0,8.0,16.0,22.0,0.0,No,0.0,0.54,0.61,0.0,No,No,No,Yes,No,No
319,1324,3394828,3.0,8.0,0.0,13.0,13.0,13.0,1.0,6.0,9.0,10.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
